TASK_CODE,ACTIVITY_CODE,DESCRIPTION
PA260,A107,Drafting patent claims in preparation for new filing
PA260,A106,Responding to restriction requirement and revising claim set
PA260,A103,Conducting prior art search and preparing summary memo
PA260,A105,Preparing certified copy request for priority documents
PA260,A102,Preparing and filing IDS in response to examiner citation
PA260,A101,Analyzing PCT search results and recommending filing strategy
PA260,A107,Drafting patent claims in preparation for new filing
PA260,A107,Preparing certified copy request for priority documents
PA260,A104,Coordinating foreign filing instructions with foreign counsel
PA260,A104,Drafting preliminary amendment for continuation application
PA260,A102,Drafting preliminary amendment for continuation application
PA260,A102,Preparing certified copy request for priority documents
PA260,A107,Conducting prior art search and preparing summary memo
PA260,A104,Reviewing examiner interview summary and preparing client update
PA260,A101,Reviewing examiner interview summary and preparing client update
PA260,A103,Conducting prior art search and preparing summary memo
PA260,A105,Drafting patent claims in preparation for new filing
PA260,A105,Responding to restriction requirement and revising claim set
PA260,A103,Coordinating foreign filing instructions with foreign counsel
PA260,A103,Analyzing PCT search results and recommending filing strategy
PA260,A105,Drafting preliminary amendment for continuation application
PA260,A106,Analyzing PCT search results and recommending filing strategy
PA260,A101,Preparing and filing IDS in response to examiner citation
PA260,A104,Coordinating foreign filing instructions with foreign counsel
PA260,A105,Coordinating foreign filing instructions with foreign counsel
PA260,A106,Drafting preliminary amendment for continuation application
PA260,A105,Coordinating foreign filing instructions with foreign counsel
PA260,A104,Drafting patent claims in preparation for new filing
PA260,A101,Preparing and filing IDS in response to examiner citation
PA260,A101,Analyzing PCT search results and recommending filing strategy
PA260,A102,Conducting prior art search and preparing summary memo
PA260,A107,Coordinating foreign filing instructions with foreign counsel
PA260,A106,Reviewing examiner interview summary and preparing client update
PA260,A101,Preparing certified copy request for priority documents
PA260,A105,Reviewing examiner interview summary and preparing client update
PA260,A107,Reviewing examiner interview summary and preparing client update
PA260,A105,Preparing and filing IDS in response to examiner citation
PA260,A105,Preparing and filing IDS in response to examiner citation
PA260,A102,Reviewing examiner interview summary and preparing client update
PA260,A107,Preparing certified copy request for priority documents
PA260,A104,Drafting response to USPTO Office Action for utility patent application
PA260,A105,Drafting patent claims in preparation for new filing
PA260,A107,Drafting preliminary amendment for continuation application
PA260,A104,Drafting preliminary amendment for continuation application
PA260,A105,Responding to restriction requirement and revising claim set
PA260,A103,Preparing and filing IDS in response to examiner citation
PA260,A103,Drafting patent claims in preparation for new filing
PA260,A105,Drafting patent claims in preparation for new filing
PA260,A103,Conducting prior art search and preparing summary memo
PA270,A106,Preparing certified copy request for priority documents
PA270,A103,Drafting patent claims in preparation for new filing
PA270,A103,Coordinating foreign filing instructions with foreign counsel
PA270,A101,Responding to restriction requirement and revising claim set
PA270,A102,Coordinating foreign filing instructions with foreign counsel
PA270,A101,Preparing certified copy request for priority documents
PA270,A102,Responding to restriction requirement and revising claim set
PA270,A101,Preparing and filing IDS in response to examiner citation
PA270,A103,Drafting preliminary amendment for continuation application
PA270,A106,Reviewing examiner interview summary and preparing client update
PA270,A107,Preparing certified copy request for priority documents
PA270,A104,Analyzing PCT search results and recommending filing strategy
PA270,A104,Drafting patent claims in preparation for new filing
PA270,A104,Preparing and filing IDS in response to examiner citation
PA270,A104,Preparing certified copy request for priority documents
PA270,A101,Conducting prior art search and preparing summary memo
PA270,A105,Preparing and filing IDS in response to examiner citation
PA270,A106,Drafting response to USPTO Office Action for utility patent application
PA270,A107,Coordinating foreign filing instructions with foreign counsel
PA270,A107,Preparing certified copy request for priority documents
PA270,A104,Coordinating foreign filing instructions with foreign counsel
PA270,A106,Coordinating foreign filing instructions with foreign counsel
PA270,A105,Reviewing examiner interview summary and preparing client update
PA270,A104,Analyzing PCT search results and recommending filing strategy
PA270,A106,Analyzing PCT search results and recommending filing strategy
PA270,A105,Coordinating foreign filing instructions with foreign counsel
PA270,A104,Preparing and filing IDS in response to examiner citation
PA270,A101,Responding to restriction requirement and revising claim set
PA270,A102,Analyzing PCT search results and recommending filing strategy
PA270,A107,Drafting patent claims in preparation for new filing
PA270,A106,Drafting patent claims in preparation for new filing
