TASK_CODE,ACTIVITY_CODE,DESCRIPTION
L330,A106,Drafted and filed pretrial memorandum with factual and legal findings.
L330,A107,Prepared response to motion for summary judgment filed on 06/05/2025.
L330,A104,Reviewed deposition transcript for key admissions; Reviewed complaint filed by opposing counsel; Conducted legal research on relevant case law
L330,A101,Reviewed case law on harness holistic infrastructures for motion in limine argument.
L330,A104,Reviewed case law on envisioneer dynamic functionalities for motion in limine argument.
L330,A106,Prepared trial binder including witness list and exhibit summaries.
L330,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L330,A102,Drafted discovery responses and coordinated with client for document production.
L330,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L330,A104,Drafted and filed pretrial memorandum with factual and legal findings.
L330,A105,Attended settlement conference and presented damages analysis.
L330,A104,Prepared trial binder including witness list and exhibit summaries.
L330,A107,Prepared document production for discovery; Conducted legal research on relevant case law; Participated in internal strategy meeting
L330,A106,Prepared trial binder including witness list and exhibit summaries.
L330,A106,Reviewed deposition transcript for key admissions; Conducted legal research on relevant case law; Participated in internal strategy meeting
L330,A104,Reviewed case law on re-intermediate front-end architectures for motion in limine argument.
L330,A105,Prepared response to motion for summary judgment filed on 04/13/2025.
L330,A101,Filed motion to compel discovery responses served on 05/26/2025.
L340,A105,Conducted legal research on relevant case law; Reviewed complaint filed by opposing counsel; Drafted response and sent to client for review
L340,A104,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L340,A107,Attended settlement conference and presented damages analysis.
L340,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L340,A105,Drafted discovery responses and coordinated with client for document production.
L340,A106,Prepared document production for discovery; Reviewed deposition transcript for key admissions; Participated in internal strategy meeting
L340,A103,Attended settlement conference and presented damages analysis.
L340,A104,Drafted initial complaint including claims for breach of contract and negligence.
L340,A101,Drafted initial complaint including claims for breach of contract and negligence.
L340,A101,Prepared trial binder including witness list and exhibit summaries.
L340,A107,Prepared response to motion for summary judgment filed on 05/23/2025.
L340,A102,Drafted and filed pretrial memorandum with factual and legal findings.
L340,A101,Drafted initial complaint including claims for breach of contract and negligence.
L340,A104,Drafted initial complaint including claims for breach of contract and negligence.
L340,A102,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L340,A103,Drafted discovery responses and coordinated with client for document production.
L340,A103,Filed motion to compel discovery responses served on 04/16/2025.
L340,A103,Drafted and filed pretrial memorandum with factual and legal findings.
L340,A105,Drafted discovery responses and coordinated with client for document production.
L340,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L340,A102,Drafted initial complaint including claims for breach of contract and negligence.
L340,A104,Prepared response to motion for summary judgment filed on 05/25/2025.
L340,A107,Prepared document production for discovery; Reviewed deposition transcript for key admissions; Reviewed complaint filed by opposing counsel
L340,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L340,A104,Attended settlement conference and presented damages analysis.
L340,A103,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L340,A102,Drafted and filed pretrial memorandum with factual and legal findings.
L340,A106,Prepared response to motion for summary judgment filed on 04/19/2025.
L340,A103,Prepared response to motion for summary judgment filed on 05/09/2025.
L340,A105,Drafted discovery responses and coordinated with client for document production.
L340,A101,Drafted discovery responses and coordinated with client for document production.
L340,A103,Drafted discovery responses and coordinated with client for document production.
L340,A107,Drafted and filed pretrial memorandum with factual and legal findings.
L340,A103,Prepared document production for discovery; Participated in internal strategy meeting; Reviewed deposition transcript for key admissions
L340,A105,Drafted discovery responses and coordinated with client for document production.
L340,A107,Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions; Conducted legal research on relevant case law
L340,A101,Drafted discovery responses and coordinated with client for document production.
L340,A101,Prepared response to motion for summary judgment filed on 06/18/2025.
L340,A101,Drafted discovery responses and coordinated with client for document production.
L340,A105,Prepared trial binder including witness list and exhibit summaries.
L340,A102,Reviewed case law on morph interactive e-services for motion in limine argument.
L340,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L340,A104,Prepared trial binder including witness list and exhibit summaries.
L340,A104,Attended settlement conference and presented damages analysis.
L340,A102,Filed motion to compel discovery responses served on 04/28/2025.
L340,A107,Reviewed complaint filed by opposing counsel; Participated in internal strategy meeting; Conducted legal research on relevant case law
L340,A107,Reviewed deposition transcript for key admissions; Conducted legal research on relevant case law; Prepared document production for discovery
L340,A105,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L340,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L340,A102,Drafted response and sent to client for review; Conducted legal research on relevant case law; Reviewed deposition transcript for key admissions
L340,A103,Drafted initial complaint including claims for breach of contract and negligence.
L340,A107,Reviewed case law on streamline interactive relationships for motion in limine argument.
L340,A104,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L340,A103,Prepared response to motion for summary judgment filed on 04/14/2025.
L340,A105,Filed motion to compel discovery responses served on 05/28/2025.
L340,A107,Prepared trial binder including witness list and exhibit summaries.
L340,A105,Drafted initial complaint including claims for breach of contract and negligence.
